OrderDate               SalesOrderNumber          ProductName                                        OrderQty UnitPrice             LineTotal                               
2008-06-01 00:00:00.000 SO71845                   LL Crankset                                               3              105.2940                               315.882000
2008-06-01 00:00:00.000 SO71845                   HL Mountain Pedal                                         2               48.5940                                97.188000
2008-06-01 00:00:00.000 SO71845                   Women's Mountain Shorts, S                                2               41.9940                                83.988000
2008-06-01 00:00:00.000 SO71845                   HL Mountain Frame - Silver, 38                            1              818.7000                               818.700000
2008-06-01 00:00:00.000 SO71845                   ML Mountain Frame-W - Silver, 42                          2              218.4540                               436.908000
2008-06-01 00:00:00.000 SO71845                   Mountain-200 Silver, 46                                   2             1391.9940                              2783.988000
2008-06-01 00:00:00.000 SO71845                   Women's Mountain Shorts, L                                3               41.9940                               125.982000
2008-06-01 00:00:00.000 SO71845                   Mountain-200 Black, 42                                    5             1376.9940                              6884.970000
2008-06-01 00:00:00.000 SO71845                   Mountain-200 Black, 46                                    2             1376.9940                              2753.988000
2008-06-01 00:00:00.000 SO71845                   HL Crankset                                               1              242.9940                               242.994000
2008-06-01 00:00:00.000 SO71845                   HL Mountain Frame - Black, 38                             3              809.7600                              2429.280000
2008-06-01 00:00:00.000 SO71845                   ML Mountain Handlebars                                    1               37.1520                                37.152000
2008-06-01 00:00:00.000 SO71845                   LL Mountain Frame - Silver, 52                            2              158.4300                               316.860000
2008-06-01 00:00:00.000 SO71845                   HL Mountain Frame - Black, 42                             2              809.7600                              1619.520000
2008-06-01 00:00:00.000 SO71845                   Long-Sleeve Logo Jersey, L                                2               29.9940                                59.988000
2008-06-01 00:00:00.000 SO71845                   LL Mountain Frame - Silver, 40                            2              158.4300                               316.860000
2008-06-01 00:00:00.000 SO71845                   LL Mountain Handlebars                                    1               26.7240                                26.724000
2008-06-01 00:00:00.000 SO71845                   ML Mountain Seat/Saddle                                   8               23.4840                               187.872000
2008-06-01 00:00:00.000 SO71845                   LL Mountain Frame - Black, 44                             2              149.8740                               299.748000
2008-06-01 00:00:00.000 SO71845                   Mountain-200 Black, 38                                    2             1376.9940                              2753.988000
2008-06-01 00:00:00.000 SO71845                   HL Mountain Seat/Saddle                                   2               31.5840                                63.168000
2008-06-01 00:00:00.000 SO71845                   HL Bottom Bracket                                         3               72.8940                               218.682000
2008-06-01 00:00:00.000 SO71845                   Mountain-200 Silver, 38                                   3             1391.9940                              4175.982000
2008-06-01 00:00:00.000 SO71845                   LL Mountain Frame - Black, 42                             4              149.8740                               599.496000
2008-06-01 00:00:00.000 SO71845                   Chain                                                     3               12.1440                                36.432000
2008-06-01 00:00:00.000 SO71846                   ML Mountain Pedal                                         2               37.2540                                74.508000
2008-06-01 00:00:00.000 SO71846                   HL Mountain Frame - Silver, 42                            1              818.7000                               818.700000
2008-06-01 00:00:00.000 SO71846                   Mountain-500 Silver, 40                                   1              112.9980                                67.798800
2008-06-01 00:00:00.000 SO71846                   Mountain-400-W Silver, 40                                 2              461.6940                               923.388000
2008-06-01 00:00:00.000 SO71856                   Touring-3000 Yellow, 50                                   1              445.4100                               445.410000
2008-06-01 00:00:00.000 SO71856                   Front Derailleur                                          1               54.8940                                54.894000
2008-06-01 00:00:00.000 SO71858                   Touring-3000 Blue, 50                                     3              445.4100                              1336.230000
2008-06-01 00:00:00.000 SO71858                   Touring-3000 Yellow, 50                                   1              445.4100                               445.410000
2008-06-01 00:00:00.000 SO71858                   Touring-2000 Blue, 60                                     1              728.9100                               728.910000
2008-06-01 00:00:00.000 SO71858                   Long-Sleeve Logo Jersey, L                                2               29.9940                                59.988000
2008-06-01 00:00:00.000 SO71858                   Short-Sleeve Classic Jersey, L                            2               32.3940                                64.788000
2008-06-01 00:00:00.000 SO71858                   Touring-1000 Yellow, 60                                   1             1430.4420                              1430.442000
2008-06-01 00:00:00.000 SO71858                   Touring-3000 Yellow, 62                                   2              445.4100                               890.820000
2008-06-01 00:00:00.000 SO71858                   Chain                                                     1               12.1440                                12.144000
2008-06-01 00:00:00.000 SO71858                   Front Brakes                                              2               63.9000                               127.800000
2008-06-01 00:00:00.000 SO71858                   Front Derailleur                                          1               54.8940                                54.894000
2008-06-01 00:00:00.000 SO71858                   Touring-2000 Blue, 54                                     1              728.9100                               728.910000
2008-06-01 00:00:00.000 SO71858                   Bike Wash - Dissolver                                     1                4.7700                                 4.770000
2008-06-01 00:00:00.000 SO71858                   Touring-3000 Blue, 54                                     1              445.4100                               445.410000
2008-06-01 00:00:00.000 SO71858                   Touring-1000 Blue, 60                                     1             1430.4420                              1430.442000
2008-06-01 00:00:00.000 SO71858                   Touring-3000 Yellow, 44                                   2              445.4100                               890.820000
2008-06-01 00:00:00.000 SO71858                   Touring-1000 Blue, 46                                     2             1430.4420                              2860.884000
2008-06-01 00:00:00.000 SO71858                   AWC Logo Cap                                              3                5.3940                                16.182000
2008-06-01 00:00:00.000 SO71863                   Racing Socks, L                                          11                5.2142                                56.209076
2008-06-01 00:00:00.000 SO71863                   Racing Socks, M                                           2                5.3940                                10.788000
2008-06-01 00:00:00.000 SO71863                   Road-750 Black, 48                                        2              323.9940                               647.988000
2008-06-01 00:00:00.000 SO71863                   Road-350-W Yellow, 40                                     1             1020.5940                              1020.594000
2008-06-01 00:00:00.000 SO71863                   Sport-100 Helmet, Blue                                    1               20.9940                                20.994000
2008-06-01 00:00:00.000 SO71863                   Road-750 Black, 52                                        3              323.9940                               971.982000
2008-06-01 00:00:00.000 SO71863                   LL Road Pedal                                             2               24.2940                                48.588000
2008-06-01 00:00:00.000 SO71867                   HL Road Frame - Red, 62                                   1              858.9000                               858.900000
2008-06-01 00:00:00.000 SO71885                   Hitch Rack - 4-Bike                                       3               72.0000                               216.000000
2008-06-01 00:00:00.000 SO71885                   Short-Sleeve Classic Jersey, XL                           6               32.3940                               194.364000
2008-06-01 00:00:00.000 SO71885                   Classic Vest, S                                           3               38.1000                               114.300000
2008-06-01 00:00:00.000 SO71895                   ML Mountain Seat/Saddle                                   2               23.4840                                46.968000
2008-06-01 00:00:00.000 SO71895                   Long-Sleeve Logo Jersey, L                                2               29.9940                                59.988000
2008-06-01 00:00:00.000 SO71895                   Classic Vest, S                                           3               38.1000                               114.300000
2008-06-01 00:00:00.000 SO71897                   Touring-1000 Blue, 46                                     1             1430.4420                              1430.442000
2008-06-01 00:00:00.000 SO71897                   Touring-3000 Blue, 50                                     4              445.4100                              1781.640000
2008-06-01 00:00:00.000 SO71897                   Touring-1000 Blue, 60                                     3             1430.4420                              4291.326000
2008-06-01 00:00:00.000 SO71897                   Short-Sleeve Classic Jersey, XL                           3               32.3940                                97.182000
2008-06-01 00:00:00.000 SO71897                   AWC Logo Cap                                              4                5.3940                                21.576000
2008-06-01 00:00:00.000 SO71897                   Touring-1000 Yellow, 46                                   2             1430.4420                              2860.884000
2008-06-01 00:00:00.000 SO71897                   Classic Vest, S                                           1               38.1000                                38.100000
2008-06-01 00:00:00.000 SO71897                   Front Brakes                                              1               63.9000                                63.900000
2008-06-01 00:00:00.000 SO71898                   Touring-1000 Blue, 60                                     3             1430.4420                              4291.326000
2008-06-01 00:00:00.000 SO71898                   Touring-3000 Blue, 44                                     4              445.4100                              1781.640000
2008-06-01 00:00:00.000 SO71898                   HL Bottom Bracket                                         4               72.8940                               291.576000
2008-06-01 00:00:00.000 SO71898                   Touring-1000 Blue, 50                                     6             1430.4420                              8582.652000
2008-06-01 00:00:00.000 SO71898                   Touring-2000 Blue, 46                                     3              728.9100                              2186.730000
2008-06-01 00:00:00.000 SO71898                   Touring-1000 Yellow, 54                                   1             1430.4420                              1430.442000
2008-06-01 00:00:00.000 SO71898                   Touring-3000 Blue, 62                                     3              445.4100                              1336.230000
2008-06-01 00:00:00.000 SO71898                   LL Bottom Bracket                                         3               32.3940                                97.182000
2008-06-01 00:00:00.000 SO71898                   Touring-3000 Blue, 58                                     1              445.4100                               445.410000
2008-06-01 00:00:00.000 SO71898                   Touring-1000 Blue, 54                                     4             1430.4420                              5721.768000
2008-06-01 00:00:00.000 SO71898                   Touring-1000 Blue, 46                                     3             1430.4420                              4291.326000
2008-06-01 00:00:00.000 SO71898                   Touring-2000 Blue, 54                                     5              728.9100                              3644.550000
2008-06-01 00:00:00.000 SO71898                   LL Crankset                                               4              105.2940                               421.176000
2008-06-01 00:00:00.000 SO71898                   Touring-3000 Blue, 54                                     1              445.4100                               445.410000
2008-06-01 00:00:00.000 SO71898                   Front Derailleur                                          3               54.8940                               164.682000
2008-06-01 00:00:00.000 SO71898                   Touring-2000 Blue, 50                                     5              728.9100                              3644.550000
2008-06-01 00:00:00.000 SO71898                   Touring-2000 Blue, 60                                     2              728.9100                              1457.820000
2008-06-01 00:00:00.000 SO71898                   HL Touring Frame - Yellow, 54                             1              602.3460                               602.346000
2008-06-01 00:00:00.000 SO71898                   Touring-1000 Yellow, 50                                   1             1430.4420                              1430.442000
2008-06-01 00:00:00.000 SO71898                   Touring-3000 Yellow, 58                                   3              445.4100                              1336.230000
2008-06-01 00:00:00.000 SO71898                   HL Touring Seat/Saddle                                    3               31.5840                                94.752000
2008-06-01 00:00:00.000 SO71898                   Front Brakes                                              1               63.9000                                63.900000
2008-06-01 00:00:00.000 SO71898                   Touring-3000 Blue, 50                                     3              445.4100                              1336.230000
2008-06-01 00:00:00.000 SO71898                   HL Crankset                                               3              242.9940                               728.982000
2008-06-01 00:00:00.000 SO71898                   Touring-1000 Yellow, 46                                   3             1430.4420                              4291.326000
2008-06-01 00:00:00.000 SO71898                   Chain                                                     1               12.1440                                12.144000
2008-06-01 00:00:00.000 SO71898                   Touring-3000 Yellow, 62                                   5              445.4100                              2227.050000
2008-06-01 00:00:00.000 SO71898                   Touring-3000 Yellow, 44                                   2              445.4100                               890.820000
2008-06-01 00:00:00.000 SO71899                   Short-Sleeve Classic Jersey, S                            2               32.3940                                64.788000
2008-06-01 00:00:00.000 SO71899                   Mountain-500 Silver, 52                                   1              112.9980                                67.798800
2008-06-01 00:00:00.000 SO71899                   Mountain-400-W Silver, 40                                 1              461.6940                               461.694000
2008-06-01 00:00:00.000 SO71899                   HL Mountain Frame - Black, 42                             1              809.7600                               809.760000
2008-06-01 00:00:00.000 SO71899                   LL Mountain Handlebars                                    1               26.7240                                26.724000
2008-06-01 00:00:00.000 SO71899                   Long-Sleeve Logo Jersey, M                                2               29.9940                                59.988000
2008-06-01 00:00:00.000 SO71899                   LL Mountain Frame - Silver, 40                            2              158.4300                               316.860000
2008-06-01 00:00:00.000 SO71899                   HL Mountain Pedal                                         1               48.5940                                48.594000
2008-06-01 00:00:00.000 SO71902                   Mountain-200 Silver, 42                                   5             1391.9940                              6959.970000
2008-06-01 00:00:00.000 SO71902                   Mountain-400-W Silver, 40                                 2              461.6940                               923.388000
2008-06-01 00:00:00.000 SO71902                   ML Mountain Frame-W - Silver, 40                          1              218.4540                               218.454000
2008-06-01 00:00:00.000 SO71902                   Mountain-500 Silver, 48                                   1              112.9980                                67.798800
2008-06-01 00:00:00.000 SO71902                   Mountain-200 Black, 42                                    7             1376.9940                              9638.958000
2008-06-01 00:00:00.000 SO71902                   Mountain-200 Silver, 46                                   5             1391.9940                              6959.970000
2008-06-01 00:00:00.000 SO71902                   Half-Finger Gloves, M                                     2               14.6940                                29.388000
2008-06-01 00:00:00.000 SO71902                   Women's Mountain Shorts, L                                7               41.9940                               293.958000
2008-06-01 00:00:00.000 SO71902                   LL Mountain Seat/Saddle                                   2               16.2720                                32.544000
2008-06-01 00:00:00.000 SO71902                   AWC Logo Cap                                              3                5.3940                                16.182000
2008-06-01 00:00:00.000 SO71902                   LL Mountain Frame - Black, 44                             1              149.8740                               149.874000
2008-06-01 00:00:00.000 SO71902                   HL Mountain Pedal                                         2               48.5940                                97.188000
2008-06-01 00:00:00.000 SO71902                   Mountain-500 Black, 48                                    3              323.9940                               971.982000
2008-06-01 00:00:00.000 SO71902                   Mountain-400-W Silver, 38                                 3              461.6940                              1385.082000
2008-06-01 00:00:00.000 SO71902                   Long-Sleeve Logo Jersey, L                                3               29.9940                                89.982000
2008-06-01 00:00:00.000 SO71902                   LL Mountain Pedal                                         4               24.2940                                97.176000
2008-06-01 00:00:00.000 SO71902                   Mountain-500 Black, 40                                    1              323.9940                               323.994000
2008-06-01 00:00:00.000 SO71902                   Mountain-500 Silver, 40                                   4              112.9980                               271.195200
2008-06-01 00:00:00.000 SO71902                   Mountain-400-W Silver, 42                                 2              461.6940                               923.388000
2008-06-01 00:00:00.000 SO71902                   Mountain-200 Black, 38                                    8             1376.9940                             11015.952000
2008-06-01 00:00:00.000 SO71902                   Mountain-200 Black, 46                                    2             1376.9940                              2753.988000
2008-06-01 00:00:00.000 SO71902                   HL Mountain Handlebars                                    1               72.1620                                72.162000
2008-06-01 00:00:00.000 SO71902                   LL Mountain Frame - Black, 48                             1              149.8740                               149.874000
2008-06-01 00:00:00.000 SO71902                   Long-Sleeve Logo Jersey, M                                3               29.9940                                89.982000
2008-06-01 00:00:00.000 SO71902                   Water Bottle - 30 oz.                                     7                2.9940                                20.958000
2008-06-01 00:00:00.000 SO71902                   Hitch Rack - 4-Bike                                       4               72.0000                               288.000000
2008-06-01 00:00:00.000 SO71902                   Bike Wash - Dissolver                                     5                4.7700                                23.850000
2008-06-01 00:00:00.000 SO71902                   Sport-100 Helmet, Red                                     2               20.9940                                41.988000
2008-06-01 00:00:00.000 SO71902                   Mountain-500 Black, 52                                    1              323.9940                               323.994000
2008-06-01 00:00:00.000 SO71902                   Classic Vest, S                                           6               38.1000                               228.600000
2008-06-01 00:00:00.000 SO71902                   Women's Mountain Shorts, S                                7               41.9940                               293.958000
2008-06-01 00:00:00.000 SO71902                   ML Mountain Handlebars                                    2               37.1520                                74.304000
2008-06-01 00:00:00.000 SO71902                   Mountain-500 Silver, 52                                   3              112.9980                               203.396400
2008-06-01 00:00:00.000 SO71902                   Hydration Pack - 70 oz.                                   5               32.9940                               164.970000
2008-06-01 00:00:00.000 SO71902                   ML Mountain Pedal                                         1               37.2540                                37.254000
2008-06-01 00:00:00.000 SO71902                   Sport-100 Helmet, Black                                   4               20.9940                                83.976000
2008-06-01 00:00:00.000 SO71902                   Mountain-200 Silver, 38                                   3             1391.9940                              4175.982000
2008-06-01 00:00:00.000 SO71902                   Mountain-500 Black, 44                                    2              323.9940                               647.988000
2008-06-01 00:00:00.000 SO71902                   Short-Sleeve Classic Jersey, L                            5               32.3940                               161.970000
2008-06-01 00:00:00.000 SO71902                   HL Mountain Seat/Saddle                                   1               31.5840                                31.584000
2008-06-01 00:00:00.000 SO71902                   Short-Sleeve Classic Jersey, S                            2               32.3940                                64.788000
2008-06-01 00:00:00.000 SO71902                   Mountain-500 Silver, 42                                   5              112.9980                               338.994000
2008-06-01 00:00:00.000 SO71902                   Sport-100 Helmet, Blue                                    7               20.9940                               146.958000
2008-06-01 00:00:00.000 SO71902                   Mountain-500 Silver, 44                                   1              112.9980                                67.798800
2008-06-01 00:00:00.000 SO71902                   HL Mountain Frame - Silver, 38                            7              818.7000                              5730.900000
2008-06-01 00:00:00.000 SO71902                   Short-Sleeve Classic Jersey, XL                           5               32.3940                               161.970000
2008-06-01 00:00:00.000 SO71902                   LL Mountain Frame - Silver, 44                            2              158.4300                               316.860000
2008-06-01 00:00:00.000 SO71902                   ML Mountain Frame-W - Silver, 42                          3              218.4540                               655.362000
2008-06-01 00:00:00.000 SO71902                   Mountain-400-W Silver, 46                                 4              461.6940                              1846.776000
2008-06-01 00:00:00.000 SO71902                   Classic Vest, M                                           6               38.1000                               228.600000
2008-06-01 00:00:00.000 SO71915                   ML Road Frame-W - Yellow, 48                              3              356.8980                              1070.694000
2008-06-01 00:00:00.000 SO71915                   LL Road Frame - Black, 52                                 2              202.3320                               404.664000
2008-06-01 00:00:00.000 SO71915                   LL Road Pedal                                             4               24.2940                                97.176000
2008-06-01 00:00:00.000 SO71915                   ML Road Pedal                                             3               37.2540                               111.762000
2008-06-01 00:00:00.000 SO71915                   HL Road Pedal                                             1               48.5940                                48.594000
2008-06-01 00:00:00.000 SO71917                   Racing Socks, L                                           7                5.3940                                37.758000
2008-06-01 00:00:00.000 SO71920                   Road-350-W Yellow, 40                                     1             1020.5940                              1020.594000
2008-06-01 00:00:00.000 SO71920                   LL Road Pedal                                             3               24.2940                                72.882000
2008-06-01 00:00:00.000 SO71920                   Road-350-W Yellow, 48                                     1             1020.5940                              1020.594000
2008-06-01 00:00:00.000 SO71920                   Short-Sleeve Classic Jersey, XL                           7               32.3940                               226.758000
2008-06-01 00:00:00.000 SO71920                   Classic Vest, S                                           3               38.1000                               114.300000
2008-06-01 00:00:00.000 SO71920                   Hitch Rack - 4-Bike                                       1               72.0000                                72.000000
2008-06-01 00:00:00.000 SO71923                   Water Bottle - 30 oz.                                     1                2.9940                                 2.994000
2008-06-01 00:00:00.000 SO71923                   Racing Socks, M                                           4                5.3940                                21.576000
2008-06-01 00:00:00.000 SO71923                   Racing Socks, L                                          14                5.2142                                71.538824
2008-06-01 00:00:00.000 SO71935                   Racing Socks, M                                           3                5.3940                                16.182000
2008-06-01 00:00:00.000 SO71935                   LL Road Pedal                                             1               24.2940                                24.294000
2008-06-01 00:00:00.000 SO71935                   Road-350-W Yellow, 40                                     3             1020.5940                              3061.782000
2008-06-01 00:00:00.000 SO71935                   Road-350-W Yellow, 48                                     2             1020.5940                              2041.188000
2008-06-01 00:00:00.000 SO71935                   Road-750 Black, 48                                        1              323.9940                               323.994000
2008-06-01 00:00:00.000 SO71935                   Racing Socks, L                                          13                5.2142                                66.428908
2008-06-01 00:00:00.000 SO71936                   LL Mountain Frame - Silver, 40                            3              158.4300                               475.290000
2008-06-01 00:00:00.000 SO71936                   Mountain-500 Silver, 42                                   4              112.9980                               271.195200
2008-06-01 00:00:00.000 SO71936                   HL Bottom Bracket                                         4               72.8940                               291.576000
2008-06-01 00:00:00.000 SO71936                   Sport-100 Helmet, Red                                     1               20.9940                                20.994000
2008-06-01 00:00:00.000 SO71936                   LL Mountain Frame - Black, 48                             1              149.8740                               149.874000
2008-06-01 00:00:00.000 SO71936                   LL Mountain Handlebars                                    4               26.7240                               106.896000
2008-06-01 00:00:00.000 SO71936                   Mountain-500 Black, 48                                    5              323.9940                              1619.970000
2008-06-01 00:00:00.000 SO71936                   HL Crankset                                               6              242.9940                              1457.964000
2008-06-01 00:00:00.000 SO71936                   Mountain-200 Silver, 42                                   3             1391.9940                              4175.982000
2008-06-01 00:00:00.000 SO71936                   ML Mountain Frame-W - Silver, 42                          2              218.4540                               436.908000
2008-06-01 00:00:00.000 SO71936                   HL Mountain Frame - Black, 38                             4              809.7600                              3239.040000
2008-06-01 00:00:00.000 SO71936                   Women's Mountain Shorts, S                               14               40.5942                               556.952424
2008-06-01 00:00:00.000 SO71936                   LL Mountain Pedal                                         3               24.2940                                72.882000
2008-06-01 00:00:00.000 SO71936                   Front Derailleur                                          5               54.8940                               274.470000
2008-06-01 00:00:00.000 SO71936                   LL Mountain Frame - Black, 42                             5              149.8740                               749.370000
2008-06-01 00:00:00.000 SO71936                   Mountain-200 Black, 42                                   10             1376.9940                             13769.940000
2008-06-01 00:00:00.000 SO71936                   Mountain-200 Black, 46                                    5             1376.9940                              6884.970000
2008-06-01 00:00:00.000 SO71936                   HL Mountain Frame - Silver, 38                            5              818.7000                              4093.500000
2008-06-01 00:00:00.000 SO71936                   Mountain-400-W Silver, 40                                 2              461.6940                               923.388000
2008-06-01 00:00:00.000 SO71936                   Rear Derailleur                                           5               72.8760                               364.380000
2008-06-01 00:00:00.000 SO71936                   Mountain-200 Silver, 38                                   4             1391.9940                              5567.976000
2008-06-01 00:00:00.000 SO71936                   Mountain-200 Black, 38                                    8             1376.9940                             11015.952000
2008-06-01 00:00:00.000 SO71936                   Women's Mountain Shorts, L                                8               41.9940                               335.952000
2008-06-01 00:00:00.000 SO71936                   Chain                                                     3               12.1440                                36.432000
2008-06-01 00:00:00.000 SO71936                   LL Crankset                                               3              105.2940                               315.882000
2008-06-01 00:00:00.000 SO71936                   HL Mountain Pedal                                         5               48.5940                               242.970000
2008-06-01 00:00:00.000 SO71936                   HL Mountain Seat/Saddle                                   3               31.5840                                94.752000
2008-06-01 00:00:00.000 SO71936                   LL Mountain Frame - Silver, 42                            2              158.4300                               316.860000
2008-06-01 00:00:00.000 SO71936                   LL Bottom Bracket                                         3               32.3940                                97.182000
2008-06-01 00:00:00.000 SO71936                   Mountain-500 Silver, 40                                   1              112.9980                                67.798800
2008-06-01 00:00:00.000 SO71936                   Half-Finger Gloves, L                                     6               14.6940                                88.164000
2008-06-01 00:00:00.000 SO71936                   Front Brakes                                              4               63.9000                               255.600000
2008-06-01 00:00:00.000 SO71936                   LL Mountain Frame - Black, 44                             6              149.8740                               899.244000
2008-06-01 00:00:00.000 SO71936                   LL Mountain Seat/Saddle                                   3               16.2720                                48.816000
2008-06-01 00:00:00.000 SO71936                   LL Mountain Frame - Silver, 44                            1              158.4300                               158.430000
2008-06-01 00:00:00.000 SO71936                   HL Mountain Frame - Black, 42                             4              809.7600                              3239.040000
2008-06-01 00:00:00.000 SO71936                   HL Mountain Frame - Silver, 42                            5              818.7000                              4093.500000
2008-06-01 00:00:00.000 SO71936                   Mountain-500 Silver, 48                                   2              112.9980                               135.597600
2008-06-01 00:00:00.000 SO71936                   ML Mountain Handlebars                                    5               37.1520                               185.760000
2008-06-01 00:00:00.000 SO71936                   ML Mountain Frame-W - Silver, 40                          2              218.4540                               436.908000
2008-06-01 00:00:00.000 SO71936                   Mountain-200 Silver, 46                                   4             1391.9940                              5567.976000
2008-06-01 00:00:00.000 SO71936                   Women's Mountain Shorts, M                                4               41.9940                               167.976000
2008-06-01 00:00:00.000 SO71936                   Mountain-500 Silver, 52                                   5              112.9980                               338.994000
2008-06-01 00:00:00.000 SO71936                   HL Mountain Frame - Silver, 46                            7              818.7000                              5730.900000
2008-06-01 00:00:00.000 SO71936                   ML Mountain Pedal                                         2               37.2540                                74.508000
2008-06-01 00:00:00.000 SO71936                   ML Mountain Seat/Saddle                                   6               23.4840                               140.904000
2008-06-01 00:00:00.000 SO71938                   Road-350-W Yellow, 40                                     5             1020.5940                              5102.970000
2008-06-01 00:00:00.000 SO71938                   Hitch Rack - 4-Bike                                       3               72.0000                               216.000000
2008-06-01 00:00:00.000 SO71938                   ML Road Frame-W - Yellow, 44                              2              356.8980                               713.796000
2008-06-01 00:00:00.000 SO71938                   Road-350-W Yellow, 42                                     3             1020.5940                              3061.782000
2008-06-01 00:00:00.000 SO71938                   Sport-100 Helmet, Red                                     3               20.9940                                62.982000
2008-06-01 00:00:00.000 SO71938                   HL Road Handlebars                                        1               72.1620                                72.162000
2008-06-01 00:00:00.000 SO71938                   LL Road Pedal                                             5               24.2940                               121.470000
2008-06-01 00:00:00.000 SO71938                   Short-Sleeve Classic Jersey, XL                           5               32.3940                               161.970000
2008-06-01 00:00:00.000 SO71938                   Sport-100 Helmet, Blue                                    3               20.9940                                62.982000
2008-06-01 00:00:00.000 SO71938                   AWC Logo Cap                                              1                5.3940                                 5.394000
2008-06-01 00:00:00.000 SO71938                   HL Road Pedal                                             5               48.5940                               242.970000
2008-06-01 00:00:00.000 SO71938                   Road-250 Red, 58                                          3             1466.0100                              4398.030000
2008-06-01 00:00:00.000 SO71938                   Road-350-W Yellow, 48                                     5             1020.5940                              5102.970000
2008-06-01 00:00:00.000 SO71938                   Road-550-W Yellow, 40                                     5              672.2940                              3361.470000
2008-06-01 00:00:00.000 SO71938                   Road-550-W Yellow, 42                                     4              672.2940                              2689.176000
2008-06-01 00:00:00.000 SO71938                   Classic Vest, S                                           4               38.1000                               152.400000
2008-06-01 00:00:00.000 SO71938                   Long-Sleeve Logo Jersey, M                                2               29.9940                                59.988000
2008-06-01 00:00:00.000 SO71938                   Road-750 Black, 52                                        4              323.9940                              1295.976000
2008-06-01 00:00:00.000 SO71938                   Road-750 Black, 48                                        5              323.9940                              1619.970000
2008-06-01 00:00:00.000 SO71938                   Bike Wash - Dissolver                                     6                4.7700                                28.620000
2008-06-01 00:00:00.000 SO71938                   Road-250 Black, 58                                        3             1466.0100                              4398.030000
2008-06-01 00:00:00.000 SO71938                   Sport-100 Helmet, Black                                   5               20.9940                               104.970000
2008-06-01 00:00:00.000 SO71938                   Classic Vest, M                                           5               38.1000                               190.500000
2008-06-01 00:00:00.000 SO71938                   LL Road Frame - Black, 52                                 3              202.3320                               606.996000
2008-06-01 00:00:00.000 SO71938                   Short-Sleeve Classic Jersey, L                            3               32.3940                                97.182000
2008-06-01 00:00:00.000 SO71938                   Road-750 Black, 44                                        3              323.9940                               971.982000
2008-06-01 00:00:00.000 SO71938                   Water Bottle - 30 oz.                                     8                2.9940                                23.952000
2008-06-01 00:00:00.000 SO71938                   Road-250 Black, 52                                        6             1466.0100                              8796.060000
2008-06-01 00:00:00.000 SO71938                   Racing Socks, M                                           4                5.3940                                21.576000
2008-06-01 00:00:00.000 SO71938                   Half-Finger Gloves, M                                     2               14.6940                                29.388000
2008-06-01 00:00:00.000 SO71938                   Road-350-W Yellow, 44                                     5             1020.5940                              5102.970000
2008-06-01 00:00:00.000 SO71938                   Road-250 Black, 44                                        3             1466.0100                              4398.030000
2008-06-01 00:00:00.000 SO71938                   Road-550-W Yellow, 38                                     5              672.2940                              3361.470000
2008-06-01 00:00:00.000 SO71938                   Hydration Pack - 70 oz.                                   7               32.9940                               230.958000
2008-06-01 00:00:00.000 SO71938                   Road-750 Black, 58                                        4              323.9940                              1295.976000
2008-06-01 00:00:00.000 SO71938                   Road-550-W Yellow, 48                                     5              672.2940                              3361.470000
2008-06-01 00:00:00.000 SO71938                   Road-250 Black, 48                                        7             1466.0100                             10262.070000
2008-06-01 00:00:00.000 SO71938                   ML Road Pedal                                             6               37.2540                               223.524000
2008-06-01 00:00:00.000 SO71938                   Long-Sleeve Logo Jersey, L                                3               29.9940                                89.982000
2008-06-01 00:00:00.000 SO71938                   Short-Sleeve Classic Jersey, S                            1               32.3940                                32.394000
2008-06-01 00:00:00.000 SO71938                   Racing Socks, L                                           2                5.3940                                10.788000
2008-06-01 00:00:00.000 SO71938                   Road-550-W Yellow, 44                                     3              672.2940                              2016.882000
2008-06-01 00:00:00.000 SO71946                   HL Touring Seat/Saddle                                    1               31.5840                                31.584000

(542 rows affected)
